index,service_week,service_year,service_yearmonth,service_date,betos_cd,betos_desc,pos_cd,pos_desc,spec_cd,spec_desc,paid_amount,utilization
5443,2017-36,2017,2017-09-01,2017-09-04 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,08,Physician/Family Practice,0.0,1
5444,2017-36,2017,2017-09-01,2017-09-04 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,97,Physician Assistant,3.43,1
5445,2017-36,2017,2017-09-01,2017-09-04 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,111.46,2
5446,2017-36,2017,2017-09-01,2017-09-04 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,10,Physician/Gastroenterology,21.38,1
5447,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,08,Physician/Family Practice,2.94,1
5448,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,10,Physician/Gastroenterology,2.94,1
5449,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,11,Physician/Internal Medicine,2.94,1
5450,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,29,Physician/Pulmonary Disease,2.94,1
5451,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,44,Physician/Infectious Disease,2.94,1
5452,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,46,Physician/Endocrinology,5.88,2
5453,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,11,Physician/Internal Medicine,2.94,1
5454,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1B,Lab tests - automated general profiles,11,Office,11,Physician/Internal Medicine,8.07,1
5455,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1B,Lab tests - automated general profiles,11,Office,29,Physician/Pulmonary Disease,8.58,1
5456,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1B,Lab tests - automated general profiles,11,Office,46,Physician/Endocrinology,11.47,1
5457,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,11.47,1
5458,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1C,Lab tests - urinalysis,11,Office,08,Physician/Family Practice,4.02,2
5459,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1C,Lab tests - urinalysis,11,Office,34,Physician/Urology,15.8,4
5460,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1C,Lab tests - urinalysis,81,Independent Laboratory,11,Physician/Internal Medicine,4.26,1
5461,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1D,Lab tests - blood counts,11,Office,10,Physician/Gastroenterology,8.69,1
5462,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1D,Lab tests - blood counts,11,Office,11,Physician/Internal Medicine,8.69,1
5463,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1D,Lab tests - blood counts,11,Office,83,Physician/Hematology-Oncology,10.45,1
5464,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,11,Physician/Internal Medicine,10.45,1
5465,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1E,Lab tests - glucose,11,Office,46,Physician/Endocrinology,9.68,4
5466,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1F,Lab tests - bacterial cultures,11,Office,34,Physician/Urology,10.85,1
5467,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1F,Lab tests - bacterial cultures,81,Independent Laboratory,69,Clinical Laboratory,116.88,11
5468,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,69.39,3
5469,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,22,Physician/Pathology,33.07,1
5470,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,65.73,3
5471,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,75,Slide Preparation Facility,26.75,1
5472,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,07,Physician/Dermatology,5.74,1
5473,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,10,Physician/Gastroenterology,18.33,1
5474,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,11,Physician/Internal Medicine,42.2,4
5475,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,44,Physician/Infectious Disease,11.73,2
5476,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,46,Physician/Endocrinology,87.8,5
5477,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,11,Physician/Internal Medicine,52.25,3
5478,2017-36,2017,2017-09-01,2017-09-05 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,139.61,10
5479,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,10,Physician/Gastroenterology,2.94,2
5480,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,40,Physician/Hand Surgery,2.94,1
5481,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,44,Physician/Infectious Disease,2.94,1
5482,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,46,Physician/Endocrinology,5.88,2
5483,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1B,Lab tests - automated general profiles,11,Office,10,Physician/Gastroenterology,0.0,1
5484,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1B,Lab tests - automated general profiles,11,Office,44,Physician/Infectious Disease,11.47,1
5485,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1C,Lab tests - urinalysis,11,Office,99,Physician/Undefined Physician type[6],6.86,2
5486,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1D,Lab tests - blood counts,11,Office,10,Physician/Gastroenterology,10.45,2
5487,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1D,Lab tests - blood counts,11,Office,40,Physician/Hand Surgery,10.45,1
5488,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1D,Lab tests - blood counts,11,Office,46,Physician/Endocrinology,3.18,1
5489,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1E,Lab tests - glucose,11,Office,46,Physician/Endocrinology,4.84,2
5490,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1F,Lab tests - bacterial cultures,81,Independent Laboratory,69,Clinical Laboratory,24.31,2
5491,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,223.14,7
5492,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,364.37,13
5493,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,119.92,2
5494,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,40,Physician/Hand Surgery,8.58,1
5495,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,42,Certified Nurse Midwife,2.94,1
5496,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,44,Physician/Infectious Disease,13.05,1
5497,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,46,Physician/Endocrinology,44.1,3
5498,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,97,Physician Assistant,21.38,1
5499,2017-36,2017,2017-09-01,2017-09-06 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,146.18,10
5500,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,08,Physician/Family Practice,0.0,1
5501,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,10,Physician/Gastroenterology,2.94,1
5502,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,34,Physician/Urology,11.76,4
5503,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,44,Physician/Infectious Disease,0.0,1
5504,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,46,Physician/Endocrinology,5.88,2
5505,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,20,Urgent Care Facility,97,Physician Assistant,2.94,1
5506,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,0.0,1
5507,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1B,Lab tests - automated general profiles,11,Office,10,Physician/Gastroenterology,11.47,1
5508,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,22.94,3
5509,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1C,Lab tests - urinalysis,11,Office,08,Physician/Family Practice,10.29,3
5510,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1C,Lab tests - urinalysis,11,Office,34,Physician/Urology,15.8,4
5511,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,50,Nurse Practitioner,3.43,3
5512,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,97,Physician Assistant,3.43,1
5513,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1D,Lab tests - blood counts,11,Office,10,Physician/Gastroenterology,10.45,1
5514,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1D,Lab tests - blood counts,11,Office,29,Physician/Pulmonary Disease,6.36,2
5515,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1D,Lab tests - blood counts,11,Office,83,Physician/Hematology-Oncology,20.9,2
5516,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1E,Lab tests - glucose,11,Office,46,Physician/Endocrinology,4.84,2
5517,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1E,Lab tests - glucose,20,Urgent Care Facility,97,Physician Assistant,2.42,1
5518,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1F,Lab tests - bacterial cultures,11,Office,34,Physician/Urology,10.85,1
5519,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1F,Lab tests - bacterial cultures,11,Office,97,Physician Assistant,0.0,1
5520,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,383.66,11
5521,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,22,Physician/Pathology,33.07,1
5522,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,69,Clinical Laboratory,54.74,1
5523,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1G,Lab tests - other (Medicare fee schedule),19,Off Campus- Outpatient Hospital,22,Physician/Pathology,171.27,7
5524,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1G,Lab tests - other (Medicare fee schedule),21,Inpatient Hospital,22,Physician/Pathology,33.07,1
5525,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,548.39,12
5526,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,19,Oral Surgery (Dentist only),55.7,1
5527,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,488.97,2
5528,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,75,Slide Preparation Facility,26.75,1
5529,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,08,Physician/Family Practice,10.78,1
5530,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,10,Physician/Gastroenterology,11.73,2
5531,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,11,Physician/Internal Medicine,13.05,1
5532,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,34,Physician/Urology,98.92,4
5533,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,46,Physician/Endocrinology,99.55,6
5534,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),20,Urgent Care Facility,08,Physician/Family Practice,0.0,1
5535,2017-36,2017,2017-09-01,2017-09-07 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,9.01,1
5536,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,01,Physician/General Practice,2.94,1
5537,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,34,Physician/Urology,2.94,1
5538,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,39,Physician/Nephrology,2.94,1
5539,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,2.94,1
5540,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,11.36,2
5541,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1C,Lab tests - urinalysis,11,Office,16,Physician/Obstetrics & Gynecology,0.0,1
5542,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1C,Lab tests - urinalysis,11,Office,34,Physician/Urology,4.26,1
5543,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1C,Lab tests - urinalysis,11,Office,39,Physician/Nephrology,4.26,1
5544,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1C,Lab tests - urinalysis,11,Office,97,Physician Assistant,4.26,1
5545,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,08,Physician/Family Practice,3.43,1
5546,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1D,Lab tests - blood counts,11,Office,39,Physician/Nephrology,10.45,1
5547,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,69,Clinical Laboratory,20.9,2
5548,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,153.53,6
5549,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,10,Physician/Gastroenterology,0.0,2
5550,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,22,Physician/Pathology,33.07,1
5551,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1G,Lab tests - other (Medicare fee schedule),21,Inpatient Hospital,22,Physician/Pathology,364.21,12
5552,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,353.19,8
5553,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,59.82,1
5554,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,75,Slide Preparation Facility,26.75,1
5555,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,08,Physician/Family Practice,16.11,1
5556,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,10,Physician/Gastroenterology,21.38,1
5557,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,34,Physician/Urology,24.73,1
5558,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,41,Optometry,44.42,2
5559,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,50,Nurse Practitioner,0.0,1
5560,2017-36,2017,2017-09-01,2017-09-08 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,36.62,6
5561,2017-36,2017,2017-09-01,2017-09-09 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,15.42,1
5562,2017-36,2017,2017-09-01,2017-09-10 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,8.58,1
5563,2017-36,2017,2017-09-01,2017-09-10 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,69,Clinical Laboratory,10.45,1
5564,2017-36,2017,2017-09-01,2017-09-10 00:00:00,T1E,Lab tests - glucose,20,Urgent Care Facility,97,Physician Assistant,0.0,1
5565,2017-36,2017,2017-09-01,2017-09-10 00:00:00,T1G,Lab tests - other (Medicare fee schedule),21,Inpatient Hospital,22,Physician/Pathology,97.1,3
5566,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,11,Physician/Internal Medicine,11.76,4
5567,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,34,Physician/Urology,5.88,2
5568,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,44,Physician/Infectious Disease,2.94,1
5569,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,46,Physician/Endocrinology,8.82,3
5570,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,50,Nurse Practitioner,5.88,2
5571,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,97,Physician Assistant,8.82,3
5572,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,2.94,1
5573,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1B,Lab tests - automated general profiles,11,Office,11,Physician/Internal Medicine,16.14,2
5574,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1B,Lab tests - automated general profiles,11,Office,44,Physician/Infectious Disease,8.58,1
5575,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1B,Lab tests - automated general profiles,11,Office,46,Physician/Endocrinology,16.14,2
5576,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1B,Lab tests - automated general profiles,11,Office,50,Nurse Practitioner,11.47,1
5577,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1B,Lab tests - automated general profiles,11,Office,97,Physician Assistant,31.52,3
5578,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,11.47,1
5579,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1C,Lab tests - urinalysis,11,Office,08,Physician/Family Practice,6.86,2
5580,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1C,Lab tests - urinalysis,11,Office,11,Physician/Internal Medicine,4.26,1
5581,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1C,Lab tests - urinalysis,11,Office,34,Physician/Urology,8.52,2
5582,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,50,Nurse Practitioner,0.0,1
5583,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1C,Lab tests - urinalysis,20,Urgent Care Facility,93,Physician/Emergency Medicine,3.02,1
5584,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1D,Lab tests - blood counts,11,Office,08,Physician/Family Practice,3.18,1
5585,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1D,Lab tests - blood counts,11,Office,11,Physician/Internal Medicine,17.38,2
5586,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1D,Lab tests - blood counts,11,Office,29,Physician/Pulmonary Disease,3.18,1
5587,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1D,Lab tests - blood counts,11,Office,44,Physician/Infectious Disease,10.45,1
5588,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1D,Lab tests - blood counts,11,Office,50,Nurse Practitioner,13.31,2
5589,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1D,Lab tests - blood counts,11,Office,97,Physician Assistant,29.59,3
5590,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,69,Clinical Laboratory,10.45,1
5591,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1F,Lab tests - bacterial cultures,81,Independent Laboratory,69,Clinical Laboratory,10.85,1
5592,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,07,Physician/Dermatology,103.06,3
5593,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1G,Lab tests - other (Medicare fee schedule),11,Office,22,Physician/Pathology,64.8,2
5594,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1G,Lab tests - other (Medicare fee schedule),22,On Campus- Outpatient Hospital,22,Physician/Pathology,187.98,5
5595,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,238.26,3
5596,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1G,Lab tests - other (Medicare fee schedule),81,Independent Laboratory,75,Slide Preparation Facility,53.5,2
5597,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,11,Physician/Internal Medicine,137.46,12
5598,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,29,Physician/Pulmonary Disease,16.39,1
5599,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,34,Physician/Urology,49.46,2
5600,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,44,Physician/Infectious Disease,38.78,3
5601,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,46,Physician/Endocrinology,152.9,12
5602,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,50,Nurse Practitioner,5.28,1
5603,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),11,Office,97,Physician Assistant,37.5,5
5604,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),19,Off Campus- Outpatient Hospital,97,Physician Assistant,2.35,1
5605,2017-37,2017,2017-09-01,2017-09-11 00:00:00,T1H,Lab tests - other (non-Medicare fee schedule),81,Independent Laboratory,69,Clinical Laboratory,162.84,12
5606,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,34,Physician/Urology,2.94,1
5607,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,46,Physician/Endocrinology,17.64,7
5608,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,11,Office,97,Physician Assistant,11.76,4
5609,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,11,Physician/Internal Medicine,2.94,1
5610,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1A,Lab tests - routine venipuncture (non Medicare fee schedu,81,Independent Laboratory,69,Clinical Laboratory,2.94,1
5611,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1B,Lab tests - automated general profiles,11,Office,46,Physician/Endocrinology,11.47,1
5612,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1B,Lab tests - automated general profiles,11,Office,97,Physician Assistant,36.7,4
5613,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,11,Physician/Internal Medicine,9.26,1
5614,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1B,Lab tests - automated general profiles,81,Independent Laboratory,69,Clinical Laboratory,6.47,1
5615,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1C,Lab tests - urinalysis,11,Office,08,Physician/Family Practice,13.72,4
5616,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1C,Lab tests - urinalysis,11,Office,34,Physician/Urology,10.71,3
5617,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1C,Lab tests - urinalysis,11,Office,50,Nurse Practitioner,0.0,1
5618,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1C,Lab tests - urinalysis,11,Office,97,Physician Assistant,8.52,2
5619,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1D,Lab tests - blood counts,11,Office,97,Physician Assistant,38.28,4
5620,2017-37,2017,2017-09-01,2017-09-12 00:00:00,T1D,Lab tests - blood counts,81,Independent Laboratory,11,Physician/Internal Medicine,10.45,1
